Date,ProductId,SalesQuantity,Price,Promotion,DayOfWeek,Season
2023-06-01,28,20,241.51,No,Thursday,Summer
2023-06-01,29,20,352.17,No,Thursday,Summer
2023-06-01,31,20,109.11,No,Thursday,Summer
2023-06-01,33,46,9.97,Yes,Thursday,Summer
2023-06-01,43,22,51.67,No,Thursday,Summer
2023-06-01,47,24,178.77,No,Thursday,Summer
2023-06-02,15,18,377.76,No,Friday,Summer
2023-06-02,19,19,209.85,No,Friday,Summer
2023-06-02,25,25,183.24,No,Friday,Summer
2023-06-02,26,23,246.4,No,Friday,Summer
2023-06-02,30,25,222.51,No,Friday,Summer
2023-06-02,32,31,90.91,Yes,Friday,Summer
2023-06-02,33,23,12.84,No,Friday,Summer
2023-06-02,35,15,376.97,No,Friday,Summer
2023-06-02,47,24,178.77,No,Friday,Summer
2023-06-03,2,26,231.26,No,Saturday,Summer
2023-06-03,4,30,439.81,No,Saturday,Summer
2023-06-03,6,30,231.03,No,Saturday,Summer
2023-06-03,7,20,17.53,No,Saturday,Summer
2023-06-03,9,31,307.03,No,Saturday,Summer
2023-06-03,10,35,283.3,No,Saturday,Summer
2023-06-03,12,35,85.5,No,Saturday,Summer
2023-06-03,12,43,85.5,No,Saturday,Summer
2023-06-03,16,50,176.15,No,Saturday,Summer
2023-06-03,18,33,33.45,No,Saturday,Summer
2023-06-03,20,23,355.47,No,Saturday,Summer
2023-06-03,27,31,302.7,No,Saturday,Summer
2023-06-03,32,33,114.83,No,Saturday,Summer
2023-06-03,35,76,305.31,Yes,Saturday,Summer
2023-06-03,43,25,51.67,No,Saturday,Summer
2023-06-03,44,76,104.6,Yes,Saturday,Summer
2023-06-03,46,73,270.99,Yes,Saturday,Summer
2023-06-03,47,26,178.77,No,Saturday,Summer
2023-06-03,48,30,395.46,No,Saturday,Summer
2023-06-03,50,73,314.57,Yes,Saturday,Summer
2023-06-04,8,102,162.89,Yes,Sunday,Summer
2023-06-04,14,53,86.1,Yes,Sunday,Summer
2023-06-04,17,66,267.08,Yes,Sunday,Summer
2023-06-04,18,38,33.45,No,Sunday,Summer
2023-06-04,19,38,209.85,No,Sunday,Summer
2023-06-04,22,25,399.69,No,Sunday,Summer
2023-06-04,28,48,241.51,No,Sunday,Summer
2023-06-04,32,36,114.83,No,Sunday,Summer
2023-06-04,34,40,157.47,No,Sunday,Summer
2023-06-04,35,26,376.97,No,Sunday,Summer
2023-06-04,39,25,256.18,No,Sunday,Summer
2023-06-04,47,33,178.77,No,Sunday,Summer
2023-06-05,4,14,439.81,No,Monday,Summer
2023-06-05,9,38,307.03,No,Monday,Summer
2023-06-05,13,18,326.8,No,Monday,Summer
2023-06-05,15,21,377.76,No,Monday,Summer
2023-06-05,17,26,357.85,No,Monday,Summer
2023-06-05,20,22,355.47,No,Monday,Summer
2023-06-05,24,55,267.67,Yes,Monday,Summer
2023-06-05,31,37,76.85,Yes,Monday,Summer
2023-06-05,31,21,109.11,No,Monday,Summer
2023-06-05,32,64,86.66,Yes,Monday,Summer
2023-06-05,42,18,363.99,No,Monday,Summer
2023-06-05,43,26,51.67,No,Monday,Summer
2023-06-05,44,40,88.44,Yes,Monday,Summer
2023-06-05,46,46,292.91,Yes,Monday,Summer
2023-06-05,50,57,310.32,Yes,Monday,Summer
2023-06-06,3,21,294.01,No,Tuesday,Summer
2023-06-06,9,32,307.03,No,Tuesday,Summer
2023-06-06,13,73,234.84,Yes,Tuesday,Summer
2023-06-06,18,32,33.45,No,Tuesday,Summer
2023-06-06,25,25,183.24,No,Tuesday,Summer
2023-06-06,29,19,352.17,No,Tuesday,Summer
2023-06-06,40,23,459.32,No,Tuesday,Summer
2023-06-06,45,21,14.32,No,Tuesday,Summer
2023-06-06,47,31,178.77,No,Tuesday,Summer
2023-06-06,49,25,176.08,No,Tuesday,Summer
2023-06-07,11,18,329.15,No,Wednesday,Summer
2023-06-07,11,21,329.15,No,Wednesday,Summer
2023-06-07,27,12,302.7,No,Wednesday,Summer
2023-06-07,39,26,256.18,No,Wednesday,Summer
2023-06-07,48,55,277.91,Yes,Wednesday,Summer
2023-06-07,50,20,411.47,No,Wednesday,Summer
2023-06-08,3,48,227.96,Yes,Thursday,Summer
2023-06-08,6,15,231.03,No,Thursday,Summer
2023-06-08,8,57,156.57,Yes,Thursday,Summer
2023-06-08,10,19,283.3,No,Thursday,Summer
2023-06-08,21,23,121.17,No,Thursday,Summer
2023-06-08,21,59,96.38,Yes,Thursday,Summer
2023-06-08,23,40,268.07,Yes,Thursday,Summer
2023-06-08,28,40,214.95,Yes,Thursday,Summer
2023-06-08,33,20,12.84,No,Thursday,Summer
2023-06-08,35,23,376.97,No,Thursday,Summer
2023-06-09,6,28,231.03,No,Friday,Summer
2023-06-09,7,28,17.53,No,Friday,Summer
2023-06-09,8,31,218.96,No,Friday,Summer
2023-06-09,21,26,121.17,No,Friday,Summer
2023-06-09,23,22,319.08,No,Friday,Summer
2023-06-09,31,26,109.11,No,Friday,Summer
2023-06-09,39,24,256.18,No,Friday,Summer
2023-06-09,41,19,356.31,No,Friday,Summer
2023-06-09,45,22,14.32,No,Friday,Summer
2023-06-09,47,22,178.77,No,Friday,Summer
2023-06-10,3,26,294.01,No,Saturday,Summer
2023-06-10,4,35,439.81,No,Saturday,Summer
2023-06-10,7,41,17.53,No,Saturday,Summer
2023-06-10,13,28,326.8,No,Saturday,Summer
2023-06-10,16,33,176.15,No,Saturday,Summer
2023-06-10,16,28,176.15,No,Saturday,Summer
2023-06-10,21,25,121.17,No,Saturday,Summer
2023-06-10,23,36,319.08,No,Saturday,Summer
2023-06-10,24,23,297.91,No,Saturday,Summer
2023-06-10,24,25,297.91,No,Saturday,Summer
2023-06-10,26,21,246.4,No,Saturday,Summer
2023-06-10,33,38,12.84,No,Saturday,Summer
2023-06-10,41,28,356.31,No,Saturday,Summer
2023-06-10,42,25,363.99,No,Saturday,Summer
2023-06-10,46,21,360.9,No,Saturday,Summer
2023-06-10,46,31,360.9,No,Saturday,Summer
2023-06-10,47,89,152.33,Yes,Saturday,Summer
2023-06-11,1,36,268.05,No,Sunday,Summer
2023-06-11,4,35,439.81,No,Sunday,Summer
2023-06-11,17,25,357.85,No,Sunday,Summer
2023-06-11,17,35,357.85,No,Sunday,Summer
2023-06-11,18,30,33.45,No,Sunday,Summer
2023-06-11,23,43,233.82,Yes,Sunday,Summer
2023-06-11,23,41,319.08,No,Sunday,Summer
2023-06-11,24,82,209.91,Yes,Sunday,Summer
2023-06-11,29,20,352.17,No,Sunday,Summer
2023-06-11,29,73,309.84,Yes,Sunday,Summer
2023-06-11,31,31,109.11,No,Sunday,Summer
2023-06-11,37,25,109.21,No,Sunday,Summer
2023-06-11,39,28,256.18,No,Sunday,Summer
2023-06-11,42,30,363.99,No,Sunday,Summer
2023-06-12,2,46,200.13,Yes,Monday,Summer
2023-06-12,3,23,294.01,No,Monday,Summer
2023-06-12,4,25,439.81,No,Monday,Summer
2023-06-12,15,64,270.61,Yes,Monday,Summer
2023-06-12,19,24,209.85,No,Monday,Summer
2023-06-12,24,18,297.91,No,Monday,Summer
2023-06-12,24,21,297.91,No,Monday,Summer
2023-06-12,27,26,302.7,No,Monday,Summer
2023-06-12,31,40,86.09,Yes,Monday,Summer
2023-06-12,40,19,459.32,No,Monday,Summer
2023-06-12,47,24,178.77,No,Monday,Summer
2023-06-13,1,19,268.05,No,Tuesday,Summer
2023-06-13,6,20,231.03,No,Tuesday,Summer
2023-06-13,7,24,17.53,No,Tuesday,Summer
2023-06-13,20,18,355.47,No,Tuesday,Summer
2023-06-13,22,21,399.69,No,Tuesday,Summer
2023-06-13,25,21,183.24,No,Tuesday,Summer
2023-06-13,27,22,302.7,No,Tuesday,Summer
2023-06-13,29,37,285.04,Yes,Tuesday,Summer
2023-06-13,32,20,114.83,No,Tuesday,Summer
2023-06-13,39,25,256.18,No,Tuesday,Summer
2023-06-13,40,40,406.82,Yes,Tuesday,Summer
2023-06-13,43,15,51.67,No,Tuesday,Summer
2023-06-13,49,25,176.08,No,Tuesday,Summer
2023-06-13,49,18,176.08,No,Tuesday,Summer
2023-06-14,2,66,175.4,Yes,Wednesday,Summer
2023-06-14,3,20,294.01,No,Wednesday,Summer
2023-06-14,6,16,231.03,No,Wednesday,Summer
2023-06-14,10,25,283.3,No,Wednesday,Summer
2023-06-14,16,26,176.15,No,Wednesday,Summer
2023-06-14,31,15,109.11,No,Wednesday,Summer
2023-06-14,32,19,114.83,No,Wednesday,Summer
2023-06-14,43,30,51.67,No,Wednesday,Summer
2023-06-14,44,20,117.8,No,Wednesday,Summer
2023-06-14,44,19,117.8,No,Wednesday,Summer
2023-06-14,48,46,288.43,Yes,Wednesday,Summer
2023-06-15,1,29,268.05,No,Thursday,Summer
2023-06-15,1,23,268.05,No,Thursday,Summer
2023-06-15,8,24,218.96,No,Thursday,Summer
2023-06-15,13,15,326.8,No,Thursday,Summer
2023-06-15,16,25,176.15,No,Thursday,Summer
2023-06-15,18,19,33.45,No,Thursday,Summer
2023-06-15,20,19,355.47,No,Thursday,Summer
2023-06-15,25,40,145.13,Yes,Thursday,Summer
2023-06-15,26,28,246.4,No,Thursday,Summer
2023-06-15,36,21,399.14,No,Thursday,Summer
2023-06-15,38,21,479.93,No,Thursday,Summer
2023-06-15,41,57,273.62,Yes,Thursday,Summer
2023-06-15,41,20,356.31,No,Thursday,Summer
2023-06-15,45,21,14.32,No,Thursday,Summer
2023-06-16,12,26,85.5,No,Friday,Summer
2023-06-16,21,30,121.17,No,Friday,Summer
2023-06-16,24,16,297.91,No,Friday,Summer
2023-06-16,25,46,149.23,Yes,Friday,Summer
2023-06-16,30,21,222.51,No,Friday,Summer
2023-06-16,37,23,109.21,No,Friday,Summer
2023-06-16,41,44,313.55,Yes,Friday,Summer
2023-06-16,44,23,117.8,No,Friday,Summer
2023-06-17,3,46,294.01,No,Saturday,Summer
2023-06-17,9,40,307.03,No,Saturday,Summer
2023-06-17,9,43,307.03,No,Saturday,Summer
2023-06-17,14,28,99.5,No,Saturday,Summer
2023-06-17,14,23,99.5,No,Saturday,Summer
2023-06-17,20,33,355.47,No,Saturday,Summer
2023-06-17,37,31,109.21,No,Saturday,Summer
2023-06-17,37,35,109.21,No,Saturday,Summer
2023-06-17,38,41,479.93,No,Saturday,Summer
2023-06-17,38,21,479.93,No,Saturday,Summer
2023-06-17,38,53,405.56,Yes,Saturday,Summer
2023-06-17,40,28,459.32,No,Saturday,Summer
2023-06-17,45,26,14.32,No,Saturday,Summer
2023-06-18,1,31,268.05,No,Sunday,Summer
2023-06-18,6,26,231.03,No,Sunday,Summer
2023-06-18,8,21,218.96,No,Sunday,Summer
2023-06-18,8,59,196.34,Yes,Sunday,Summer
2023-06-18,8,33,218.96,No,Sunday,Summer
2023-06-18,47,25,178.77,No,Sunday,Summer
2023-06-19,1,48,210.32,Yes,Monday,Summer
2023-06-19,2,20,231.26,No,Monday,Summer
2023-06-19,5,31,435.2,No,Monday,Summer
2023-06-19,23,48,230.75,Yes,Monday,Summer
2023-06-19,25,28,183.24,No,Monday,Summer
2023-06-19,31,51,85.88,Yes,Monday,Summer
2023-06-19,40,24,459.32,No,Monday,Summer
2023-06-19,42,40,307.5,Yes,Monday,Summer
2023-06-19,44,53,92.26,Yes,Monday,Summer
2023-06-20,10,32,283.3,No,Tuesday,Summer
2023-06-20,13,33,326.8,No,Tuesday,Summer
2023-06-20,17,30,357.85,No,Tuesday,Summer
2023-06-20,18,42,24.68,Yes,Tuesday,Summer
2023-06-20,22,28,399.69,No,Tuesday,Summer
2023-06-20,23,26,319.08,No,Tuesday,Summer
2023-06-20,30,16,222.51,No,Tuesday,Summer
2023-06-20,37,29,109.21,No,Tuesday,Summer
2023-06-20,37,16,109.21,No,Tuesday,Summer
2023-06-20,38,42,407.93,Yes,Tuesday,Summer
2023-06-20,38,35,391.09,Yes,Tuesday,Summer
2023-06-20,41,22,356.31,No,Tuesday,Summer
2023-06-20,41,23,356.31,No,Tuesday,Summer
2023-06-20,44,19,117.8,No,Tuesday,Summer
2023-06-20,46,51,258.74,Yes,Tuesday,Summer
2023-06-21,1,15,268.05,No,Wednesday,Summer
2023-06-21,3,31,254.48,Yes,Wednesday,Summer
2023-06-21,11,21,329.15,No,Wednesday,Summer
2023-06-21,19,13,209.85,No,Wednesday,Summer
2023-06-21,21,11,121.17,No,Wednesday,Summer
2023-06-21,28,51,180.48,Yes,Wednesday,Summer
2023-06-21,32,30,114.83,No,Wednesday,Summer
2023-06-21,34,28,157.47,No,Wednesday,Summer
2023-06-21,36,34,399.14,No,Wednesday,Summer
2023-06-21,47,25,178.77,No,Wednesday,Summer
2023-06-22,2,20,231.26,No,Thursday,Summer
2023-06-22,5,20,435.2,No,Thursday,Summer
2023-06-22,8,46,162.72,Yes,Thursday,Summer
2023-06-22,8,30,218.96,No,Thursday,Summer
2023-06-22,16,21,176.15,No,Thursday,Summer
2023-06-22,18,29,33.45,No,Thursday,Summer
2023-06-22,19,23,209.85,No,Thursday,Summer
2023-06-22,27,20,302.7,No,Thursday,Summer
2023-06-22,36,16,399.14,No,Thursday,Summer
2023-06-22,38,14,479.93,No,Thursday,Summer
2023-06-22,40,24,459.32,No,Thursday,Summer
2023-06-22,46,21,360.9,No,Thursday,Summer
2023-06-23,10,31,283.3,No,Friday,Summer
2023-06-23,12,19,85.5,No,Friday,Summer
2023-06-23,16,32,176.15,No,Friday,Summer
2023-06-23,27,16,302.7,No,Friday,Summer
2023-06-24,5,25,435.2,No,Saturday,Summer
2023-06-24,16,89,144.33,Yes,Saturday,Summer
2023-06-24,20,69,253.09,Yes,Saturday,Summer
2023-06-24,21,38,121.17,No,Saturday,Summer
2023-06-24,21,20,121.17,No,Saturday,Summer
2023-06-24,30,40,222.51,No,Saturday,Summer
2023-06-24,31,35,109.11,No,Saturday,Summer
2023-06-24,36,25,399.14,No,Saturday,Summer
2023-06-24,37,63,91.04,Yes,Saturday,Summer
2023-06-24,46,31,360.9,No,Saturday,Summer
2023-06-24,50,76,342.96,Yes,Saturday,Summer
2023-06-25,11,21,329.15,No,Sunday,Summer
2023-06-25,18,30,33.45,No,Sunday,Summer
2023-06-25,20,30,355.47,No,Sunday,Summer
2023-06-25,23,33,319.08,No,Sunday,Summer
2023-06-25,36,89,288.3,Yes,Sunday,Summer
2023-06-26,7,14,17.53,No,Monday,Summer
2023-06-26,10,19,283.3,No,Monday,Summer
2023-06-26,12,23,85.5,No,Monday,Summer
2023-06-26,19,24,209.85,No,Monday,Summer
2023-06-26,21,24,121.17,No,Monday,Summer
2023-06-26,21,51,107.14,Yes,Monday,Summer
2023-06-26,24,44,260.15,Yes,Monday,Summer
2023-06-26,34,55,131.81,Yes,Monday,Summer
2023-06-26,41,46,307.53,Yes,Monday,Summer
2023-06-26,42,16,363.99,No,Monday,Summer
2023-06-26,43,20,51.67,No,Monday,Summer
2023-06-26,45,15,14.32,No,Monday,Summer
2023-06-27,3,16,294.01,No,Tuesday,Summer
2023-06-27,14,28,99.5,No,Tuesday,Summer
2023-06-27,15,21,377.76,No,Tuesday,Summer
2023-06-27,16,36,176.15,No,Tuesday,Summer
2023-06-27,16,18,176.15,No,Tuesday,Summer
2023-06-27,34,26,157.47,No,Tuesday,Summer
2023-06-27,48,31,298.41,Yes,Tuesday,Summer
2023-06-27,49,22,176.08,No,Tuesday,Summer
2023-06-27,49,26,176.08,No,Tuesday,Summer
2023-06-27,49,24,176.08,No,Tuesday,Summer
2023-06-28,12,16,85.5,No,Wednesday,Summer
2023-06-28,15,22,377.76,No,Wednesday,Summer
2023-06-28,25,48,136.44,Yes,Wednesday,Summer
2023-06-28,27,28,302.7,No,Wednesday,Summer
2023-06-28,27,44,234.89,Yes,Wednesday,Summer
2023-06-28,27,21,302.7,No,Wednesday,Summer
2023-06-28,31,25,109.11,No,Wednesday,Summer
2023-06-28,39,19,256.18,No,Wednesday,Summer
2023-06-28,39,26,256.18,No,Wednesday,Summer
2023-06-28,43,23,51.67,No,Wednesday,Summer
2023-06-28,46,25,360.9,No,Wednesday,Summer
2023-06-28,47,23,178.77,No,Wednesday,Summer
2023-06-28,49,10,176.08,No,Wednesday,Summer
2023-06-29,6,22,231.03,No,Thursday,Summer
2023-06-29,7,11,17.53,No,Thursday,Summer
2023-06-29,8,21,218.96,No,Thursday,Summer
2023-06-29,9,19,307.03,No,Thursday,Summer
2023-06-29,15,24,377.76,No,Thursday,Summer
2023-06-29,18,19,33.45,No,Thursday,Summer
2023-06-29,21,21,121.17,No,Thursday,Summer
2023-06-29,31,28,109.11,No,Thursday,Summer
2023-06-29,39,28,256.18,No,Thursday,Summer
2023-06-29,41,19,356.31,No,Thursday,Summer
2023-06-29,50,15,411.47,No,Thursday,Summer
2023-06-30,13,28,326.8,No,Friday,Summer
2023-06-30,19,19,209.85,No,Friday,Summer
2023-06-30,21,25,121.17,No,Friday,Summer
2023-06-30,26,21,246.4,No,Friday,Summer
2023-06-30,26,23,246.4,No,Friday,Summer
2023-06-30,33,15,12.84,No,Friday,Summer
2023-06-30,35,18,376.97,No,Friday,Summer
2023-06-30,37,26,109.21,No,Friday,Summer
2023-06-30,38,35,479.93,No,Friday,Summer
2023-06-30,46,25,360.9,No,Friday,Summer
2023-07-01,3,36,294.01,No,Saturday,Summer
2023-07-01,4,20,439.81,No,Saturday,Summer
2023-07-01,6,40,231.03,No,Saturday,Summer
2023-07-01,10,26,283.3,No,Saturday,Summer
2023-07-01,15,35,377.76,No,Saturday,Summer
2023-07-01,18,40,33.45,No,Saturday,Summer
2023-07-01,20,45,355.47,No,Saturday,Summer
2023-07-01,25,45,183.24,No,Saturday,Summer
2023-07-01,26,28,246.4,No,Saturday,Summer
2023-07-01,26,59,173.64,Yes,Saturday,Summer
2023-07-01,29,35,352.17,No,Saturday,Summer
2023-07-01,35,31,376.97,No,Saturday,Summer
2023-07-01,44,36,117.8,No,Saturday,Summer
2023-07-01,45,76,10.16,Yes,Saturday,Summer
2023-07-01,47,36,178.77,No,Saturday,Summer
2023-07-02,1,79,191.29,Yes,Sunday,Summer
2023-07-02,2,30,231.26,No,Sunday,Summer
2023-07-02,3,43,294.01,No,Sunday,Summer
2023-07-02,3,35,294.01,No,Sunday,Summer
2023-07-02,14,61,99.5,No,Sunday,Summer
2023-07-02,17,33,357.85,No,Sunday,Summer
2023-07-02,18,31,33.45,No,Sunday,Summer
2023-07-02,20,92,291.88,Yes,Sunday,Summer
2023-07-02,28,59,207.67,Yes,Sunday,Summer
2023-07-02,36,66,343.03,Yes,Sunday,Summer
2023-07-02,37,50,109.21,No,Sunday,Summer
2023-07-02,42,30,363.99,No,Sunday,Summer
2023-07-02,43,36,51.67,No,Sunday,Summer
2023-07-02,44,21,117.8,No,Sunday,Summer
2023-07-03,2,21,231.26,No,Monday,Summer
2023-07-03,4,31,439.81,No,Monday,Summer
2023-07-03,10,51,237.13,Yes,Monday,Summer
2023-07-03,14,22,99.5,No,Monday,Summer
2023-07-03,25,25,183.24,No,Monday,Summer
2023-07-03,28,18,241.51,No,Monday,Summer
2023-07-03,33,37,10.16,Yes,Monday,Summer
2023-07-03,37,29,85.86,Yes,Monday,Summer
2023-07-03,37,21,109.21,No,Monday,Summer
2023-07-03,38,22,479.93,No,Monday,Summer
2023-07-03,46,37,322.97,Yes,Monday,Summer
2023-07-03,50,24,411.47,No,Monday,Summer
2023-07-04,12,57,73.32,Yes,Tuesday,Summer
2023-07-04,14,33,99.5,No,Tuesday,Summer
2023-07-04,14,46,87.63,Yes,Tuesday,Summer
2023-07-04,17,19,357.85,No,Tuesday,Summer
2023-07-04,26,31,246.4,No,Tuesday,Summer
2023-07-04,29,19,352.17,No,Tuesday,Summer
2023-07-04,30,21,222.51,No,Tuesday,Summer
2023-07-04,37,16,109.21,No,Tuesday,Summer
2023-07-05,2,24,231.26,No,Wednesday,Summer
2023-07-05,3,28,294.01,No,Wednesday,Summer
2023-07-05,8,15,218.96,No,Wednesday,Summer
2023-07-05,11,24,329.15,No,Wednesday,Summer
2023-07-05,35,12,376.97,No,Wednesday,Summer
2023-07-05,39,15,256.18,No,Wednesday,Summer
2023-07-06,5,20,435.2,No,Thursday,Summer
2023-07-06,8,23,218.96,No,Thursday,Summer
2023-07-06,10,15,283.3,No,Thursday,Summer
2023-07-06,13,24,326.8,No,Thursday,Summer
2023-07-06,14,22,99.5,No,Thursday,Summer
2023-07-06,14,30,99.5,No,Thursday,Summer
2023-07-06,18,16,33.45,No,Thursday,Summer
2023-07-06,34,19,157.47,No,Thursday,Summer
2023-07-06,45,40,12.33,Yes,Thursday,Summer
2023-07-06,48,25,395.46,No,Thursday,Summer
2023-07-06,48,40,311.69,Yes,Thursday,Summer
2023-07-06,48,23,395.46,No,Thursday,Summer
2023-07-06,49,23,176.08,No,Thursday,Summer
2023-07-07,4,12,439.81,No,Friday,Summer
2023-07-07,4,53,360.68,Yes,Friday,Summer
2023-07-07,4,28,439.81,No,Friday,Summer
2023-07-07,9,29,307.03,No,Friday,Summer
2023-07-07,9,23,307.03,No,Friday,Summer
2023-07-07,10,20,283.3,No,Friday,Summer
2023-07-07,13,57,247.19,Yes,Friday,Summer
2023-07-07,20,18,355.47,No,Friday,Summer
2023-07-07,22,20,399.69,No,Friday,Summer
2023-07-07,23,59,285.16,Yes,Friday,Summer
2023-07-07,31,22,109.11,No,Friday,Summer
2023-07-07,33,37,9.72,Yes,Friday,Summer
2023-07-07,36,42,342.72,Yes,Friday,Summer
2023-07-07,39,28,256.18,No,Friday,Summer
2023-07-07,46,29,360.9,No,Friday,Summer
2023-07-07,48,51,352.93,Yes,Friday,Summer
2023-07-07,49,44,146.09,Yes,Friday,Summer
2023-07-08,3,28,294.01,No,Saturday,Summer
2023-07-08,7,21,17.53,No,Saturday,Summer
2023-07-08,10,36,283.3,No,Saturday,Summer
2023-07-08,14,50,79.08,Yes,Saturday,Summer
2023-07-08,17,38,357.85,No,Saturday,Summer
2023-07-08,22,33,399.69,No,Saturday,Summer
2023-07-08,23,33,319.08,No,Saturday,Summer
2023-07-08,36,33,399.14,No,Saturday,Summer
2023-07-08,37,40,109.21,No,Saturday,Summer
2023-07-08,40,33,459.32,No,Saturday,Summer
2023-07-08,41,53,300.13,Yes,Saturday,Summer
2023-07-08,49,23,176.08,No,Saturday,Summer
2023-07-09,8,33,218.96,No,Sunday,Summer
2023-07-09,10,40,228.65,Yes,Sunday,Summer
2023-07-09,13,53,269.64,Yes,Sunday,Summer
2023-07-09,16,25,176.15,No,Sunday,Summer
2023-07-09,18,25,33.45,No,Sunday,Summer
2023-07-09,20,73,299.79,Yes,Sunday,Summer
2023-07-09,21,15,121.17,No,Sunday,Summer
2023-07-09,21,45,121.17,No,Sunday,Summer
2023-07-09,37,25,109.21,No,Sunday,Summer
2023-07-09,39,50,256.18,No,Sunday,Summer
2023-07-09,42,20,363.99,No,Sunday,Summer
2023-07-09,43,28,51.67,No,Sunday,Summer
2023-07-09,46,63,254.22,Yes,Sunday,Summer
2023-07-09,46,41,360.9,No,Sunday,Summer
2023-07-10,7,21,17.53,No,Monday,Summer
2023-07-10,11,20,329.15,No,Monday,Summer
2023-07-10,11,20,329.15,No,Monday,Summer
2023-07-10,20,59,314.14,Yes,Monday,Summer
2023-07-10,23,25,319.08,No,Monday,Summer
2023-07-10,27,23,302.7,No,Monday,Summer
2023-07-10,32,25,114.83,No,Monday,Summer
2023-07-10,46,19,360.9,No,Monday,Summer
2023-07-10,47,19,178.77,No,Monday,Summer
2023-07-10,49,19,176.08,No,Monday,Summer
2023-07-10,50,24,411.47,No,Monday,Summer
2023-07-10,50,44,343.72,Yes,Monday,Summer
2023-07-10,50,62,364.99,Yes,Monday,Summer
2023-07-11,2,53,201.64,Yes,Tuesday,Summer
2023-07-11,2,20,231.26,No,Tuesday,Summer
2023-07-11,5,28,435.2,No,Tuesday,Summer
2023-07-11,5,20,435.2,No,Tuesday,Summer
2023-07-11,12,13,85.5,No,Tuesday,Summer
2023-07-11,22,26,399.69,No,Tuesday,Summer
2023-07-11,23,20,319.08,No,Tuesday,Summer
2023-07-11,30,18,222.51,No,Tuesday,Summer
2023-07-11,32,24,114.83,No,Tuesday,Summer
2023-07-11,34,33,157.47,No,Tuesday,Summer
2023-07-11,38,31,479.93,No,Tuesday,Summer
2023-07-11,39,20,256.18,No,Tuesday,Summer
2023-07-11,39,21,256.18,No,Tuesday,Summer
2023-07-11,48,22,395.46,No,Tuesday,Summer
2023-07-11,49,16,176.08,No,Tuesday,Summer
2023-07-12,1,20,268.05,No,Wednesday,Summer
2023-07-12,3,26,294.01,No,Wednesday,Summer
2023-07-12,8,23,218.96,No,Wednesday,Summer
2023-07-12,18,29,33.45,No,Wednesday,Summer
2023-07-12,22,16,399.69,No,Wednesday,Summer
2023-07-12,23,48,255.95,Yes,Wednesday,Summer
2023-07-12,28,25,241.51,No,Wednesday,Summer
2023-07-12,29,20,352.17,No,Wednesday,Summer
2023-07-12,30,23,222.51,No,Wednesday,Summer
2023-07-12,33,21,12.84,No,Wednesday,Summer
2023-07-12,37,13,109.21,No,Wednesday,Summer
2023-07-13,1,26,197.88,Yes,Thursday,Summer
2023-07-13,3,31,294.01,No,Thursday,Summer
2023-07-13,9,29,307.03,No,Thursday,Summer
2023-07-13,14,25,99.5,No,Thursday,Summer
2023-07-13,17,44,263.7,Yes,Thursday,Summer
2023-07-13,21,23,121.17,No,Thursday,Summer
2023-07-13,23,46,275.73,Yes,Thursday,Summer
2023-07-13,27,15,302.7,No,Thursday,Summer
2023-07-13,27,24,302.7,No,Thursday,Summer
2023-07-13,29,14,352.17,No,Thursday,Summer
2023-07-13,37,20,109.21,No,Thursday,Summer
2023-07-13,46,18,360.9,No,Thursday,Summer
2023-07-13,47,35,154.71,Yes,Thursday,Summer
2023-07-13,50,24,411.47,No,Thursday,Summer
2023-07-14,4,25,439.81,No,Friday,Summer
2023-07-14,13,21,326.8,No,Friday,Summer
2023-07-14,15,30,377.76,No,Friday,Summer
2023-07-14,16,25,176.15,No,Friday,Summer
2023-07-14,19,26,209.85,No,Friday,Summer
2023-07-14,20,12,355.47,No,Friday,Summer
2023-07-14,22,15,399.69,No,Friday,Summer
2023-07-14,25,29,183.24,No,Friday,Summer
2023-07-14,26,24,213.87,Yes,Friday,Summer
2023-07-14,35,20,376.97,No,Friday,Summer
2023-07-14,43,42,39.15,Yes,Friday,Summer
2023-07-14,48,21,395.46,No,Friday,Summer
2023-07-14,49,29,176.08,No,Friday,Summer
2023-07-14,50,32,411.47,No,Friday,Summer
2023-07-15,2,30,231.26,No,Saturday,Summer
2023-07-15,9,26,307.03,No,Saturday,Summer
2023-07-15,11,38,329.15,No,Saturday,Summer
2023-07-15,19,45,209.85,No,Saturday,Summer
2023-07-15,23,38,319.08,No,Saturday,Summer
2023-07-15,29,43,291.78,Yes,Saturday,Summer
2023-07-15,29,35,352.17,No,Saturday,Summer
2023-07-15,29,38,352.17,No,Saturday,Summer
2023-07-15,33,66,10.98,Yes,Saturday,Summer
2023-07-15,40,66,354.7,Yes,Saturday,Summer
2023-07-15,40,33,459.32,No,Saturday,Summer
2023-07-15,43,59,42.61,Yes,Saturday,Summer
2023-07-15,46,35,360.9,No,Saturday,Summer
2023-07-16,6,30,231.03,No,Sunday,Summer
2023-07-16,8,43,218.96,No,Sunday,Summer
2023-07-16,10,45,283.3,No,Sunday,Summer
2023-07-16,17,45,357.85,No,Sunday,Summer
2023-07-16,20,63,267.78,Yes,Sunday,Summer
2023-07-16,37,36,109.21,No,Sunday,Summer
2023-07-16,50,23,411.47,No,Sunday,Summer
2023-07-17,20,42,248.98,Yes,Monday,Summer
2023-07-17,20,26,355.47,No,Monday,Summer
2023-07-17,30,28,222.51,No,Monday,Summer
